Station Name,TORONTO,,,,,,
Province,ONTARIO,,,,,,
Latitude,43.67,,,,,,
Longitude,-79.4,,,,,,
Elevation,112.5,,,,,,
Climate Identifier,6158350,,,,,,
WMO Identifier,71266,,,,,,
TC Identifier,,,,,,,
,,,,,,,
Legend,,,,,,,
B,More than one occurrence and estimated,,,,,,
E,Estimated,,,,,,
M,Missing,,,,,,
S,More than one occurrence,,,,,,
T,Trace,,,,,,
[empty],No data available,,,,,,
^,The value displayed is based on incomplete data,,,,,,
,,,,,,,
Date/Time,Year,Month,Mean Temp (°C),,,,
Jun-85,1985,6,17.1,,,,
Jul-85,1985,7,21,,,,
Aug-85,1985,8,20.5,,,,
Sep-85,1985,9,18.4,,,,
Oct-85,1985,10,11.4,,,,
Nov-85,1985,11,4.8,,,,
Dec-85,1985,12,-3.2,,,,
Jan-86,1986,1,-3.9,,,,
Feb-86,1986,2,-4.4,,,,
Mar-86,1986,3,2,,,,
Apr-86,1986,4,9.3,,,,
May-86,1986,5,15.8,,,,
Jun-86,1986,6,17.8,,,,
Jul-86,1986,7,22,,,,
Aug-86,1986,8,20,,,,
Sep-86,1986,9,16,,,,
Oct-86,1986,10,10.6,,,,
Nov-86,1986,11,3.4,,,,
Dec-86,1986,12,0.4,,,,
Jan-87,1987,1,-2.5,,,,
Feb-87,1987,2,-3.2,,,,
Mar-87,1987,3,3.6,,,,
Apr-87,1987,4,10.3,,,,
May-87,1987,5,15.8,,,,
Jun-87,1987,6,20.8,,,,
Jul-87,1987,7,23.7,,,,
Aug-87,1987,8,21.1,,,,
Sep-87,1987,9,17,,,,
Oct-87,1987,10,8.8,,,,
Nov-87,1987,11,5,T,,,
Dec-87,1987,12,1.2,,,,
Jan-88,1988,1,-3.1,,,,
Feb-88,1988,2,-4.1,,,,
Mar-88,1988,3,0.9,,,,
Apr-88,1988,4,7.3,,,,
May-88,1988,5,15.2,,,,
Jun-88,1988,6,19.7,,,,
Jul-88,1988,7,24.2,,,,
Aug-88,1988,8,22.7,,,,
Sep-88,1988,9,16.6,,,,
Oct-88,1988,10,8.7,,,,
Nov-88,1988,11,6,,,,
Dec-88,1988,12,-1,,,,
Jan-89,1989,1,-0.4,,,,
Feb-89,1989,2,-4.5,,,,
Mar-89,1989,3,-0.8,,,,
Apr-89,1989,4,6.2,,,,
May-89,1989,5,14.2,,,,
Jun-89,1989,6,19.4,,,,
Jul-89,1989,7,23.1,,,,
Aug-89,1989,8,21.2,,,,
Sep-89,1989,9,17.2,,,,
Oct-89,1989,10,11.1,,,,
Nov-89,1989,11,3.7,,,,
Dec-89,1989,12,-7.8,,,,
Jan-90,1990,1,0.5,,,,
Feb-90,1990,2,-2,,,,
Mar-90,1990,3,2,,,,
Apr-90,1990,4,9.5,,,,
May-90,1990,5,12.7,,,,
Jun-90,1990,6,19.3,,,,
Jul-90,1990,7,22.1,,,,
Aug-90,1990,8,21.6,,,,
Sep-90,1990,9,16.9,,,,
Oct-90,1990,10,10.7,,,,
Nov-90,1990,11,6,,,,
Dec-90,1990,12,0.7,,,,
Jan-91,1991,1,-3.9,,,,
Feb-91,1991,2,-0.7,,,,
Mar-91,1991,3,2.6,,,,
Apr-91,1991,4,9.3,,,,
May-91,1991,5,17.1,,,,
Jun-91,1991,6,21.3,,,,
Jul-91,1991,7,22.8,,,,
Aug-91,1991,8,22.5,,,,
Sep-91,1991,9,17.1,,,,
Oct-91,1991,10,11.6,,,,
Nov-91,1991,11,4.2,,,,
Dec-91,1991,12,-0.5,T,,,
Jan-92,1992,1,-2.7,,,,
Feb-92,1992,2,-2,,,,
Mar-92,1992,3,0,,,,
Apr-92,1992,4,6.6,,,,
May-92,1992,5,13.9,,,,
Jun-92,1992,6,17.5,,,,
Jul-92,1992,7,19,,,,
Aug-92,1992,8,19.1,,,,
Sep-92,1992,9,16.4,,,,
Oct-92,1992,10,9.1,,,,
Nov-92,1992,11,4.4,,,,
Dec-92,1992,12,0.4,,,,
Jan-93,1993,1,-2.2,,,,
Feb-93,1993,2,-6.2,,,,
Mar-93,1993,3,0,,,,
Apr-93,1993,4,7.8,,,,
May-93,1993,5,13.7,,,,
Jun-93,1993,6,18.3,,,,
Jul-93,1993,7,22.8,,,,
Aug-93,1993,8,22.5,,,,
Sep-93,1993,9,15.2,,,,
Oct-93,1993,10,9.5,,,,
Nov-93,1993,11,4.5,T,,,
Dec-93,1993,12,-0.6,,,,
Jan-94,1994,1,-10,,,,
Feb-94,1994,2,-6,,,,
Mar-94,1994,3,0.9,,,,
Apr-94,1994,4,8.2,,,,
May-94,1994,5,12.8,,,,
Jun-94,1994,6,19.9,,,,
Jul-94,1994,7,22.6,,,,
Aug-94,1994,8,20.3,,,,
Sep-94,1994,9,17.4,,,,
Oct-94,1994,10,11.5,,,,
Nov-94,1994,11,7.1,,,,
Dec-94,1994,12,1.6,,,,
Jan-95,1995,1,-1.3,,,,
Feb-95,1995,2,-5.4,,,,
Mar-95,1995,3,3.4,,,,
Apr-95,1995,4,5.4,,,,
May-95,1995,5,14.2,,,,
Jun-95,1995,6,20.8,,,,
Jul-95,1995,7,22.8,,,,
Aug-95,1995,8,23.1,,,,
Sep-95,1995,9,15.9,,,,
Oct-95,1995,10,12.3,T,,,
Nov-95,1995,11,2.5,,,,
Dec-95,1995,12,-3.3,,,,
Jan-96,1996,1,-4.7,T,,,
Feb-96,1996,2,-3.8,,,,
Mar-96,1996,3,-0.9,,,,
Apr-96,1996,4,5.7,,,,
May-96,1996,5,12.8,,,,
Jun-96,1996,6,19.3,,,,
Jul-96,1996,7,20.9,,,,
Aug-96,1996,8,22.1,,,,
Sep-96,1996,9,17.8,,,,
Oct-96,1996,10,10.6,T,,,
Nov-96,1996,11,2.4,,,,
Dec-96,1996,12,1.2,,,,
Jan-97,1997,1,-4.6,,,,
Feb-97,1997,2,-1,,,,
Mar-97,1997,3,0.6,,,,
Apr-97,1997,4,7.1,,,,
May-97,1997,5,10.9,,,,
Jun-97,1997,6,20.6,,,,
Jul-97,1997,7,21.6,,,,
Aug-97,1997,8,20.2,,,,
Sep-97,1997,9,16.9,,,,
Oct-97,1997,10,10.8,,,,
Nov-97,1997,11,3.9,T,,,
Dec-97,1997,12,0.8,,,,
Jan-98,1998,1,-0.7,,,,
Feb-98,1998,2,1.4,,,,
Mar-98,1998,3,3.5,,,,
Apr-98,1998,4,9.8,,,,
May-98,1998,5,18,,,,
Jun-98,1998,6,19.6,,,,
Jul-98,1998,7,22.3,,,,
Aug-98,1998,8,22.7,,,,
Sep-98,1998,9,19.4,,,,
Oct-98,1998,10,12.2,,,,
Nov-98,1998,11,6.3,T,,,
Dec-98,1998,12,2.3,,,,
Jan-99,1999,1,-4.4,T,,,
Feb-99,1999,2,-0.1,,,,
Mar-99,1999,3,1.7,,,,
Apr-99,1999,4,8.9,,,,
May-99,1999,5,16.4,,,,
Jun-99,1999,6,21.1,,,,
Jul-99,1999,7,24.7,,,,
Aug-99,1999,8,20.9,,,,
Sep-99,1999,9,19.1,,,,
Oct-99,1999,10,10.8,,,,
Nov-99,1999,11,6.8,,,,
Dec-99,1999,12,1,,,,
Jan-00,2000,1,-4,,,,
Feb-00,2000,2,-0.8,,,,
Mar-00,2000,3,5.4,,,,
Apr-00,2000,4,7.5,,,,
May-00,2000,5,15.2,,,,
Jun-00,2000,6,18.7,,,,
Jul-00,2000,7,20.9,,,,
Aug-00,2000,8,21.3,,,,
Sep-00,2000,9,16.9,,,,
Oct-00,2000,10,12,,,,
Nov-00,2000,11,5.1,,,,
Dec-00,2000,12,-4.9,,,,
Jan-01,2001,1,-2.2,,,,
Feb-01,2001,2,-1.7,,,,
Mar-01,2001,3,1,,,,
Apr-01,2001,4,9.1,,,,
May-01,2001,5,15.2,,,,
Jun-01,2001,6,20.4,,,,
Jul-01,2001,7,21.4,,,,
Aug-01,2001,8,23.9,,,,
Sep-01,2001,9,17.6,,,,
Oct-01,2001,10,11.5,,,,
Nov-01,2001,11,8.2,,,,
Dec-01,2001,12,3.2,,,,
Jan-02,2002,1,0.9,T,,,
Feb-02,2002,2,-0.2,,,,
Mar-02,2002,3,1.7,,,,
Apr-02,2002,4,8.3,,,,
May-02,2002,5,12.2,,,,
Jun-02,2002,6,19.7,,,,
Jul-02,2002,7,24.5,,,,
Aug-02,2002,8,22.9,,,,
Sep-02,2002,9,20.8,,,,
Oct-02,2002,10,10.3,,,,
Nov-02,2002,11,4.3,,,,
Dec-02,2002,12,-0.6,,,,
Jan-03,2003,1,-6.1,,,,
Feb-03,2003,2,-5.1,,,,
Mar-03,2003,3,0.9,,,,
Apr-03,2003,4,6.2,,,,
May-03,2003,5,13.1,,,,
Jun-03,2003,6,18.7,,,,
Jul-03,2003,7,,,,,
Aug-03,2003,8,,,,,
Sep-03,2003,9,,,,,
Oct-03,2003,10,,,,,
Nov-03,2003,11,,,,,
Dec-03,2003,12,,,,,
Jan-04,2004,1,,,,,
Feb-04,2004,2,,,,,
Mar-04,2004,3,,,,,
Apr-04,2004,4,,,,,
May-04,2004,5,,,,,
Jun-04,2004,6,,,,,
Jul-04,2004,7,,,,,
Aug-04,2004,8,,,,,
Sep-04,2004,9,,,,,
Oct-04,2004,10,,,,,
Nov-04,2004,11,,,,,
Dec-04,2004,12,,,,,
Jan-05,2005,1,,,,,
Feb-05,2005,2,,,,,
Mar-05,2005,3,,,,,
Apr-05,2005,4,,,,,
May-05,2005,5,,,,,
Jun-05,2005,6,,,,,
Jul-05,2005,7,,,,,
Aug-05,2005,8,,,,,
Sep-05,2005,9,,,,,
Oct-05,2005,10,,,,,
Nov-05,2005,11,,,,,
Dec-05,2005,12,,,,,
Jan-06,2006,1,,,,,
Feb-06,2006,2,,,,,
Mar-06,2006,3,,,,,
Apr-06,2006,4,,,,,
May-06,2006,5,,,,,
Jun-06,2006,6,,,,,
Jul-06,2006,7,,,,,
Aug-06,2006,8,,,,,
Sep-06,2006,9,,,,,
Oct-06,2006,10,,,,,
Nov-06,2006,11,,,,,
Dec-06,2006,12,,,,,
